dataset_name,model_name,n_permutations,n_ensemble,sanity_data_mismatch_score_mean,sanity_data_mismatch_score_stddev,sanity_common_rows_proportion_score_mean,sanity_common_rows_proportion_score_stddev,sanity_nearest_syn_neighbor_distance_mean_mean,sanity_nearest_syn_neighbor_distance_mean_stddev,sanity_nearest_real_neighbor_distance_mean_mean,sanity_nearest_real_neighbor_distance_mean_stddev,sanity_nearest_syn_neighbor_distance_no_norm_mean_mean,sanity_nearest_syn_neighbor_distance_no_norm_mean_stddev,sanity_nearest_real_neighbor_distance_no_norm_mean_mean,sanity_nearest_real_neighbor_distance_no_norm_mean_stddev,sanity_close_values_probability_score_mean,sanity_close_values_probability_score_stddev,sanity_distant_values_probability_score_mean,sanity_distant_values_probability_score_stddev,stats_jensenshannon_dist_marginal_mean,stats_jensenshannon_dist_marginal_stddev,stats_chi_squared_test_marginal_mean,stats_chi_squared_test_marginal_stddev,stats_inv_kl_divergence_marginal_mean,stats_inv_kl_divergence_marginal_stddev,stats_ks_test_marginal_mean,stats_ks_test_marginal_stddev,stats_max_mean_discrepancy_joint_mean,stats_max_mean_discrepancy_joint_stddev,stats_wasserstein_dist_joint_mean,stats_wasserstein_dist_joint_stddev,stats_prdc_precision_mean,stats_prdc_precision_stddev,stats_prdc_recall_mean,stats_prdc_recall_stddev,stats_prdc_density_mean,stats_prdc_density_stddev,stats_prdc_coverage_mean,stats_prdc_coverage_stddev,detection_detection_xgb_mean_mean,detection_detection_xgb_mean_stddev,detection_detection_gmm_mean_mean,detection_detection_gmm_mean_stddev,detection_detection_linear_mean_mean,detection_detection_linear_mean_stddev,privacy_delta-presence_score_mean,privacy_delta-presence_score_stddev,privacy_k-anonymization_gt_mean,privacy_k-anonymization_gt_stddev,privacy_k-anonymization_syn_mean,privacy_k-anonymization_syn_stddev,privacy_k-map_score_mean,privacy_k-map_score_stddev,privacy_distinct l-diversity_gt_mean,privacy_distinct l-diversity_gt_stddev,privacy_distinct l-diversity_syn_mean,privacy_distinct l-diversity_syn_stddev,privacy_identifiability_score_score_mean,privacy_identifiability_score_score_stddev,privacy_identifiability_score_score_OC_mean,privacy_identifiability_score_score_OC_stddev,use_X_as_train,performance_linear_model_gt_mean,performance_linear_model_gt_stddev,performance_linear_model_syn_id_mean,performance_linear_model_syn_id_stddev,performance_linear_model_syn_ood_mean,performance_linear_model_syn_ood_stddev,performance_xgb_gt_mean,performance_xgb_gt_stddev,performance_xgb_syn_id_mean,performance_xgb_syn_id_stddev,performance_xgb_syn_ood_mean,performance_xgb_syn_ood_stddev,performance_linear_model_augmentation_gt_mean,performance_linear_model_augmentation_gt_stddev,performance_linear_model_augmentation_aug_ood_mean,performance_linear_model_augmentation_aug_ood_stddev,performance_xgb_augmentation_gt_mean,performance_xgb_augmentation_gt_stddev,performance_xgb_augmentation_aug_ood_mean,performance_xgb_augmentation_aug_ood_stddev,performance_feat_rank_distance_corr_mean,performance_feat_rank_distance_corr_stddev,performance_feat_rank_distance_pvalue_mean,performance_feat_rank_distance_pvalue_stddev
bank-marketing,smote_imblearn,,,0.0,0.0,0.0,0.0,0.3586321618924209,0.023732195585269733,0.4246396117396298,0.04081414968031594,0.23685872371474126,0.0010377946438526412,0.15364636929132547,0.0017393484656274332,0.12429111531190927,0.041444445248658715,0.006931316950220542,0.0031189335023981304,0.007623556551823368,7.145850596654033e-05,0.9999999850027068,8.086013097632195e-09,0.9661158902982664,0.0016476660338849943,0.9399237808308579,0.0010393989905492832,0.002801353490416103,0.0002730047580664129,0.5444720409612902,0.0015889206152325261,0.9967447916666666,0.0009207119546699837,0.9500630119722747,0.005843489915246214,1.080078125,0.009773434377497498,0.580812854442344,0.00816728506415607,0.9473906215063385,0.0024248234937742663,0.49503205175277437,0.004793923362958346,0.5236462083131276,0.01095139234659125,6.939095924419893,1.3572517093965728,102.0,0.0,21.00000001,4.242640687119285,20.333333333333332,4.496912521077347,102.0,0.0,21.00000001,4.242640687119285,0.1767485822306238,0.002913239131837896,0.1915563957151859,0.0069491950220897285,False,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,smote_imblearn,,,0.0,0.0,0.0,0.0,0.3659902134616139,0.009610244122287693,0.31743321398264546,0.009704105707179405,0.22796595604921413,0.0014609351186489015,0.05687677261275792,0.002049271498319258,0.10874771538413058,0.009212703958969741,0.005073422827251529,0.0017004774139071082,0.0074501614048291765,3.588205104727856e-05,0.9999999850922187,8.44421428587229e-09,0.967391025573272,0.0019393683028727981,0.940064372287722,0.0023235811241156977,0.0025111272797977056,0.0003245700753793293,0.8027099371936605,0.0012074822376114407,1.0,0.0,0.9595386651540935,0.005583219156828657,1.2592447916666667,0.00618729394297745,0.21257956765614164,0.004473142234379018,0.9659923083758962,0.0005187976937680261,0.4999536616173195,0.008622887470623106,0.525742512759085,0.009382644493773597,44.12222219135503,2.8056371618137277,595.0,0.0,21.00000001,4.242640687119285,14.333333333333334,0.4714045207910317,595.0,0.0,21.00000001,4.242640687119285,0.06066049032583349,0.0015463344231909364,0.04796117728619146,0.000647338456676567,True,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,gaussian_noise,,,0.0,0.0,0.0,0.0,0.409169637330117,0.031221812146567107,0.4542218642367058,0.028845415281073872,0.27031672128670814,0.001702507468347469,0.2274985463010215,0.0036469877409417875,0.05135475740390674,0.02093785534176753,0.010239445494643984,0.008969527942965821,0.01984001718093115,0.0003606795755847218,0.9999236986695642,3.24735725949779e-05,0.846297229176861,0.0030076296499467257,0.6865571060063912,0.0024386931416920696,0.05404912748659596,0.008491706186506503,0.5277315667334507,0.0005269676349685033,0.830078125,0.014352478961620185,0.9741650913673597,0.008133793726166093,0.6264322916666667,0.012058163440406467,0.4023314429741651,0.0037078142079205387,0.9996019168165543,6.523004107715543e-05,0.6489892287993184,0.09184088953053147,0.6790456130988339,0.015846932782029966,11.642620528860519,0.5900758573857992,102.0,0.0,24.333333343333333,1.247219128924647,11.0,0.816496580927726,102.0,0.0,24.333333343333333,1.247219128924647,0.09168241965973534,0.0029132391318378898,0.1647763074984247,0.0021251949532501585,False,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,gaussian_noise,,,0.0,0.0,0.0,0.0,0.40624191504266133,0.0167222259688112,0.40307249820006413,0.054086546388409075,0.2679419130826828,0.0023778482150707625,0.1814669476081641,0.0023729331522505297,0.0454087099010525,0.010634428747712586,0.005735173630806075,0.0028153412547037306,0.019326436995216762,0.0003433849609118628,0.9999222635198682,3.362178247486545e-05,0.854791798054023,0.003434027774136885,0.6880361074816105,0.0024414343604192497,0.05345550784390644,0.008716037691761538,0.7984572858765991,0.0009843975265280871,0.6614583333333334,0.012179874305904758,0.9738135753450557,0.00521063103782216,0.48359375000000004,0.008930431353897001,0.09815970252725782,0.002101636352244665,0.999554368876702,0.0003194866398873139,0.5039598111399389,0.019021359188724486,0.6870553349936345,0.014810339016103142,66.21031741416714,12.33272172009577,595.0,0.0,24.333333343333333,1.247219128924647,12.666666666666666,1.247219128924647,595.0,0.0,24.333333343333333,1.247219128924647,0.0170794731203126,0.0014692813042005127,0.042761706686834315,0.0014260677505495386,True,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,dummy_sampler,,,0.0,0.0,0.0,0.0,0.36505497833423667,0.03269503650014485,0.35535530016966227,0.04634013327336528,0.2244365406257384,0.0013387679507222833,0.1588175595552622,0.0006287787136248168,0.13295526149968495,0.04528704684315797,0.008034026465028356,0.0035365381727541978,0.0036693252761346613,0.00021202606641286347,0.999999999973103,1.6390854053683298e-11,0.9928924983481378,0.0006641576236213071,0.965691176636061,0.0012960022933355807,0.001889375113793797,0.0003841876331182043,0.5371868061066856,0.0017519343467055958,0.9934895833333334,0.0033196741624953027,0.991650913673598,0.0012403919146206594,1.0024739583333333,0.012822711462614749,0.6592627599243855,0.0135658791062451,0.5123158938622973,0.012259810883641689,0.4955155230377531,0.016417988394394976,0.5066516736586096,0.006522540178182828,5.930782237688817,0.5182699430529419,102.0,0.0,20.66666667666667,1.699673171197595,21.333333333333332,2.0548046676563256,102.0,0.0,20.66666667666667,1.699673171197595,0.1936042848141147,0.0021941380398840726,0.18746061751732826,0.00022278096445699835,False,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,dummy_sampler,,,0.0,0.0,0.04830780865943627,0.0,0.35761023859864355,0.017614880103317524,0.0,0.0,0.21345030710159607,0.0006659413957167218,0.0,0.0,0.1191151446398185,0.013219476061666346,0.003749921220142434,0.0015053344567336215,0.003255508784730747,0.0002834233635589822,0.9999999999932602,3.5603269538007147e-12,0.9944819174851585,0.0006190024596479513,0.9717870162635389,0.002902680867364728,0.0013730058853324012,0.00045923688743080166,0.7966949138673174,0.0011515287168352788,1.0,0.0,0.9908930484653684,0.0010815530536163389,1.0083333333333335,0.01180667248597053,0.2181256696287893,0.0013858091275789934,0.4666937889429134,0.008326030985033085,0.5007053049266663,0.00864239011412766,0.4917086413986196,0.006773857488249013,27.582532042178514,1.5955169569880063,595.0,0.0,20.66666667666667,1.699673171197595,24.0,0.816496580927726,595.0,0.0,20.66666667666667,1.699673171197595,0.04830780865948194,0.0,0.05615428247305729,0.00015437636243670485,True,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,smote,,,0.0,0.0,0.0,0.0,0.36830196360133577,0.026541398311424793,0.35877881815244006,0.023026848807173,0.22254676732043768,0.00035280005643835,0.15343247381957348,0.002795986991869356,0.11704473850031505,0.01872288125349844,0.007088846880907373,0.005104553165097558,0.0050869102100641215,0.00017125196380439602,0.999999999466818,1.5615597202372776e-10,0.9857223187502236,0.0010508482792330822,0.9527406691646414,0.005457993716732765,0.0012631250955400148,0.00020035754844389178,0.5379255655798798,0.002655658365622109,0.9967447916666666,0.0009207119546699837,0.9888153749212351,0.001559466751199076,1.0292968750000002,0.016612664792573683,0.6617832388153749,0.0071602508994099015,0.766720331145813,0.02750573278151986,0.4992512005345149,0.000751382648028847,0.5018093219545906,0.006907843723983502,5.823968251907761,0.16270127705066162,102.0,0.0,20.00000001,6.48074069840786,24.333333333333332,0.4714045207910317,102.0,0.0,20.00000001,6.48074069840786,0.2112476370510397,0.004296843634841159,0.20463137996219283,0.00704142931273693,False,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,smote,,,0.0,0.0,0.008728808218306489,0.0007731672115947375,0.3657655027606632,0.023216410684890866,0.23268279427253355,0.016975692344939036,0.2118284726294666,0.00029150600450940156,0.02945244040972263,0.0011553000202456352,0.12532299741602068,0.014127194525890521,0.005041910884225121,0.0027457012555356353,0.0048395511571947165,5.722978094863877e-05,0.9999999997204382,2.6870558834701292e-11,0.9870778404874926,0.00024915004091491665,0.9575278972136689,0.005048486968644903,0.0009789438485892827,0.0002891846493450224,0.7978960843634907,0.0009351478653756552,1.0,0.0,0.9896955946303648,0.0009640800744172601,1.2070312500000002,0.012709827439492125,0.2513392575786223,0.0028322207939271847,0.7904337280206907,0.020736363758577674,0.500008519173039,0.0031044698236177126,0.5013568590638267,0.018030717476730348,26.720403255918992,0.9742791720143562,595.0,0.0,20.00000001,6.48074069840786,24.0,1.632993161855452,595.0,0.0,20.00000001,6.48074069840786,0.08344362513392577,0.0015825145937467377,0.050482132728304034,0.0012057179346889125,True,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,arf,,,0.0,0.0,0.0,0.0,0.3679975112446256,0.005792230049574815,0.2139210847915325,0.01092897172759635,0.23775473954101325,0.0010817759959921042,0.18955050482505928,0.0018380172871277647,0.1255513547574039,0.007160250899409907,0.011027095148078134,0.0032360804322895615,0.008892110761433508,0.00036011274907960455,0.9999949980188901,2.2764678845805116e-06,0.9332604887929459,0.0030616192940497687,0.9173076868980106,0.010501006073237373,0.004264381951210113,0.0009785018437744612,0.54555678938292,0.0033610232266818385,0.8854166666666666,0.009743899444723805,0.9834593572778827,0.005060610713361377,0.8462239583333334,0.005901181871679492,0.5864839319470699,0.009074052188982116,0.9647280569851798,0.007550550066136258,0.43483577627576153,0.023932344419374123,0.536547373840758,0.014619893356736196,6.191701629143803,0.37693118689687805,102.0,0.0,24.333333343333333,3.0912061651652345,21.666666666666668,2.8674417556808756,102.0,0.0,24.333333343333333,3.0912061651652345,0.1600504095778198,0.004855398553063152,0.19754253308128544,0.00278253335423058,False,,,,,,,,,,,,,,,,,,,,,,,,
bank-marketing,arf,,,0.0,0.0,0.0,0.0,0.37234455000115485,0.007527426274841393,0.17683327709012864,0.011261401696039739,0.23575916505065006,0.0012332567081379316,0.14398340078063787,0.0026264082289210234,0.09570177097119809,0.010357702923591396,0.006207852776202181,0.001601228463592677,0.008371438483480216,0.00026261205023823513,0.9999954313588623,1.8167946123622862e-06,0.937283373105041,0.002416837612752752,0.9220685381947259,0.008582223957567157,0.003805275577937787,0.0007742461092028535,0.8056266869691825,0.0027808394307444577,0.8235677083333334,0.00736569563735987,0.9840864687716645,0.0035172184761548854,0.8016927083333334,0.006631683113670249,0.17155101783575977,0.0008253482607744972,0.9769181884485304,0.004327423512322613,0.48462148671374305,0.035621947939918304,0.5293480058663595,0.010542938500741214,30.953760671352125,1.4282267683253116,595.0,0.0,24.333333343333333,3.0912061651652345,24.666666666666668,0.4714045207910317,595.0,0.0,24.333333343333333,3.0912061651652345,0.03387533875338753,0.0010925150200642643,0.044967542698682805,0.001983500974583248,True,,,,,,,,,,,,,,,,,,,,,,,,
